,Model,col,MSE,MAE,Accuracy,W_precision,W_recall,W_F1score,M_precision,M_recall,M_F1score
0,KNN,av,0.2006294256490952,0.15342250196695514,0.8670338316286389,0.8475245169971412,0.8670338316286389,0.8534394935450487,0.5888646234809543,0.5143815380973625,0.5439135874749985
1,KNN,ac,0.05813040062843677,0.05813040062843677,0.9418695993715632,0.93155125381858,0.9418695993715632,0.9338307690706988,0.781527940186386,0.6590972806279787,0.7000700458481917
2,KNN,pr,0.6459968602825745,0.34301412872841447,0.8084772370486656,0.8083956373554094,0.8084772370486656,0.8009843130724408,0.8286805192063255,0.6818105571578995,0.7304026524377453
3,KNN,ui,0.14521193092621665,0.14521193092621665,0.8547880690737834,0.8536771966540238,0.8547880690737834,0.8529617308843465,0.8495882407259723,0.8324074074074075,0.8395167731493429
4,KNN,s,0.07148468185388845,0.07148468185388845,0.9285153181461115,0.9291959713035559,0.9285153181461115,0.9288337511593536,0.8723614326569522,0.8790560855362914,0.8756554379479385
5,KNN,c,0.36370777690494893,0.23016496465043204,0.8366064414768264,0.8342516892356144,0.8366064414768264,0.8343090254840467,0.8157049433872864,0.7886011451280032,0.8006172465024224
6,KNN,i,0.3409448818897638,0.23385826771653542,0.8196850393700787,0.8209061840086501,0.8196850393700787,0.8201141289060383,0.8045682004322829,0.8132097479710131,0.80863254189093
7,KNN,a,0.18538884524744698,0.1633935585231736,0.8476040848389631,0.8351317498424304,0.8476040848389631,0.8367585914411261,0.570137759904167,0.5591312805756431,0.5612760408407348
8,DT,av,0.1966955153422502,0.15263571990558616,0.8670338316286389,0.8624089452543834,0.8670338316286389,0.8628054070664513,0.7889498432601881,0.6025892603668079,0.6655110481997124
9,DT,ac,0.05813040062843677,0.05813040062843677,0.9418695993715632,0.93155125381858,0.9418695993715632,0.9338307690706988,0.781527940186386,0.6590972806279787,0.7000700458481917
10,DT,pr,0.6459968602825745,0.34301412872841447,0.8084772370486656,0.8083956373554094,0.8084772370486656,0.8009843130724408,0.8286805192063255,0.6818105571578995,0.7304026524377453
11,DT,ui,0.14521193092621665,0.14521193092621665,0.8547880690737834,0.8536771966540238,0.8547880690737834,0.8529617308843465,0.8495882407259723,0.8324074074074075,0.8395167731493429
12,DT,s,0.07148468185388845,0.07148468185388845,0.9285153181461115,0.9291959713035559,0.9285153181461115,0.9288337511593536,0.8723614326569522,0.8790560855362914,0.8756554379479385
13,DT,c,0.36135113904163396,0.23095051060487037,0.8342498036135114,0.8319184159276242,0.8342498036135114,0.8324701701679386,0.8091589180175319,0.789137123834205,0.7983330040650931
14,DT,i,0.36299212598425196,0.24803149606299213,0.8094488188976378,0.8234583671916484,0.8094488188976378,0.8047634335102896,0.8302940557771151,0.77700367991294,0.792861537710429
15,DT,a,0.1838177533385703,0.16182246661429694,0.8491751767478397,0.8548568849296431,0.8491751767478397,0.8403334184062614,0.904927336830338,0.5881167878220199,0.6152103091130724
